startup_name,article_summary,publication_date,year,funding_amount,funding_round_raw,funding_round,investor_names,city,canton,founded_year,employees,website,location,industry,sub_industry,business_model_type,primary_keywords,secondary_keywords
Caplena AG,"2024 With over 170 customers globally, Caplena has established itself as a market leader in the Central European region.",2024-07-12,2024,,seed round,Seed,,,,,,,Switzerland,FinTech,,B2B-SaaS,"GenAI, SaaS, FinTech",BioTech
Swisspod Technologies SA,"2024 Swisspod, a Swiss-American startup pioneering the hyperloop technology, has successfully closed its pre-Series A funding round, advancing plans to construct the world's largest hyperloop testing facility in the US.",2024-07-12,2024,13M USD,Series A,Series A,,,,,,,Switzerland,FinTech,,Unknown,FinTech,PropTech
Proptech-Startup maison.work,,2024-07-11,2024,,,Undisclosed,,Zurich,ZH,2025.0,,,Switzerland,PropTech,,Unknown,PropTech,
CompPair Technologies SA machineMD AG,CompPair and its consortium partners have been awarded a contract in the European Space Agency - ESA FIRST! campaign for autonomous damage sensing and repair.,2024-07-11,2024,0M CHF,,Award,,,,,,,Switzerland,MedTech,"Diagnostics, Patient Monitoring",B2B-Hardware,HealthTech,EdTech
Scrona AG,"2024 Led by EquityPitcher Ventures, Scrona has raised $4 million through a Convertible Loan Agreement.",2024-07-10,2024,4M USD,Series B,Series B,Equity Pitcher Ventures,,,2014.0,,,Switzerland,Other,,Unknown,,Manufacturing
Helvetic Trust AG,2024 Die 2022 gegründete Swiss Solar Group hat mit der Tessiner IngEne ein drittes Solar-Unternehmen übernommen.,2024-07-09,2024,,,,,Zurich,ZH,2022.0,55.0,,Switzerland,CleanTech,Solar,Deep Tech / IP,ClimateTech,BioTech
IMAI MedTech GmbH KoraLabs GmbH Scanvio Medical AG,"2024 Proposed solutions from IMAI Medtech and Scanvio Medical represent advancements in oncology and endometriosis diagnostics, while Kora Labs aims to revolutionize farming with AI-powered data platforms.",2024-07-08,2024,0.03M CHF,,Award,,,,,,,Switzerland,BioTech,"Diagnostics, Oncology",Deep Tech / IP,"AI, BioTech","HealthTech, EdTech, AgTech"
BTRY AG,"2024 Teams from the University of Fribourg, ETH Zurich, and the University of Zurich have each secured a grant of CHF 150’000 as part of the InnoBooster program to advance their solutions.",2024-07-05,2024,4.3M CHF,,Award,,,,2023.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2C,,"HealthTech, ClimateTech"
,2024 Geneva-based Forestay is one of the few Swiss VCs focussing on growth stage investments.,2024-07-04,2024,220M USD,,Undisclosed,"Forestay I included Nexthink, Scandit, Bluebotics, Kandou",Geneva,GE,,,,Switzerland,FinTech,,B2B-SaaS,SaaS,BioTech
Synaptica,"2024 Squirro, a leading Swiss-headquartered global SaaS platform specializing in enterprise-ready generative AI, search, and business insights, acquired Synaptica.",2024-07-03,2024,,,Award,,,,,,,Switzerland,Enterprise SaaS,HR Tech,B2B-SaaS,"GenAI, SaaS",BioTech
ONWARD Medical SA,"2024 ONWARD Medical, focussed on spinal cord stimulation therapies to restore movement, function, and independence in people with spinal cord injury, signed a loan agreement in the amount of up to €52.",2024-07-03,2024,,,Award,,,,,,,Switzerland,BioTech,,Deep Tech / IP,BioTech,HealthTech
DeinDeal AG,"2024 Liberta Partners, eine in München ansässige Multi-Family Holding, hat das führende Schweizer E-Commerce-Unternehmen DeinDeal AG von Ringier übernommen.",2024-07-03,2024,100M CHF,,Award,,,,2010.0,,,Switzerland,B2C Tech,E-commerce,Unknown,,
Findependent AG,2024 Innerhalb von nur 30 Stunden sicherte sich das Aarauer Fintech-Startup findependent 5 Millionen Franken.,2024-07-03,2024,5M CHF,,Award,,,,,,,Switzerland,FinTech,,Unknown,FinTech,BioTech
,"2024 42matters, founded in 2011 and headquartered in Zurich, is known for its high-quality data in the App Intelligence space.",2024-07-02,2024,,,Award,,,,2011.0,1000.0,,Switzerland,Other,,Unknown,,
Online-Vergleichsdienst moneyland.ch AG,2024 Die SMG Swiss Marketplace Group AG übernimmt per sofort 100 Prozent der moneyland.,2024-07-02,2024,,,Undisclosed,,,,,,,Switzerland,FinTech,InsurTech,Marketplace,FinTech,
WattAnyWhere SA,"2024 Sion-based startup WattAnyWhere has closed its seed round, nearing CHF 5 million of total funding inclusive of equity, grants, and loans raised since its company launch in 2021.",2024-06-28,2024,5M CHF,seed round,Seed,,,,2021.0,,,Switzerland,CleanTech,,B2C,ClimateTech,"BioTech, ClimateTech"
GIST Advisory Switzerland SA,"2024 Launched in 2020, UBS’s venture and innovation unit, UBS Next, focuses on investments in the fintech and broader tech ecosystem.",2024-06-28,2024,,,Undisclosed,,,,2008.0,,,Switzerland,CleanTech,,Deep Tech / IP,Data Analytics,"FinTech, ClimateTech"
Circleg AG,5 million to make affordable prosthetics widely available 28.,2024-06-28,2024,1.5M CHF,,Award,,Zurich,ZH,,,,Switzerland,FinTech,,B2C,FinTech,
ASPIVIX SA Xemperia SA,2024 The Foundation for Technological Innovation announces two new loans to Aspivix and Xemperia.,2024-06-27,2024,0.50M CHF,Seed,Seed,,,,,,,Switzerland,FinTech,,B2B-Hardware,FinTech,HealthTech
Battery upcycling start-up Libattion,"2024 Libattion, a fast-growing company in the field of stationary energy storage solutions from upcycled e-car batteries, has secured a total of EUR14 million from four international investors.",2024-06-27,2024,14M EUR,,Undisclosed,"A&G Energy Transition Tech Fund, together with the Spanish automotive supplier Teknia, Portuguese fund HCapital",,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,ClimateTech
ENANTIOS AG,8 million to eliminate critical bottlenecks in traditional drug development 27.,2024-06-27,2024,1.8M CHF,seed round,Seed,,,,2023.0,,,Switzerland,BioTech,Drug Discovery,B2B-Hardware,BioTech,
,"2024 Mit seiner Online-Plattform unterstützt das Startup Optune Künstler, Musikerinnen, Künstleragenturen und Manager beim professionellen Buchungsmanagement.",2024-06-27,2024,,Pre-Seed,Pre-Seed,,Zurich,ZH,,,,Switzerland,Other,,Unknown,,
Ex Nunc Intelligence SA,2024 The Foundation for Technological Innovation (FIT) is supporting Ex Nunc Intelligence and Carewell.,2024-06-26,2024,0.05M CHF,Seed,Seed,,,,,,,Switzerland,FinTech,,B2B-SaaS,"AI, SaaS",Manufacturing
,2024 Calico Biosystems is dedicated to enhancing the clinical efficacy of anti-cancer drugs during the pre-clinical stage.,2024-06-25,2024,0.15M CHF,seed,Seed,,Lausanne,VD,,,,Switzerland,BioTech,"Drug Discovery, Oncology",Deep Tech / IP,BioTech,HealthTech
HEKETISS SA Planeto SA,"2024 The FONGIT Innovation Fund (FIF) in Geneva has awarded funding to 3 cutting-edge tech projects: CHF 100k seed loans for returning winners Planeto and HekeTiss, and a CHF 50k grant for newcomer LightEye.",2024-06-25,2024,0M CHF,seed,Seed,,,,2022.0,,,Switzerland,FinTech,,Unknown,FinTech,"BioTech, HealthTech, ClimateTech"
SkyCell AG,"2024 On top of a USD57 million equity investment from Catalyst, SkyCell raised USD59 million from Tybourne Capital Management and CC Industries.",2024-06-25,2024,116M USD,Series D,Series D+,"Catalyst, SkyCell raised USD59 million from Tybourne Capital Management, CC Industries, Tybourne Capital",Zug,ZG,2012.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2B-Hardware,Logistics,"BioTech, HealthTech, ClimateTech"
Neustark AG,2024 Swiss climate tech company Neustark closed one of the largest growth equity investment rounds in carbon removal.,2024-06-25,2024,69M USD,,Award,Decarbonization Partners,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,,ClimateTech
Santhera,"2024 Santhera secured CHF 69 million to advance the commercialization of AGAMREE, repay maturing bonds and extend cash runway through to the first half of 2026, at which point Santhera expects to be cash flow break-even.",2024-06-24,2024,69M CHF,,Undisclosed,,,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,BioTech,"FinTech, FoodTech"
,2024 iOnctura is developing a portfolio of precision oral small molecules that target cancers in novel ways.,2024-06-24,2024,80M EUR,Series B,Series B,,,,2024.0,,,Switzerland,BioTech,"Drug Discovery, Oncology",Deep Tech / IP,BioTech,HealthTech
Typeless Sàrl,"2024 Doctolib, a Berlin-based European healthtech is acquiring AI speech recognition specialist Typeless.",2024-06-21,2024,,,,,,,2022.0,,,Switzerland,HealthTech,,B2B-Hardware,"AI, GenAI, HealthTech",
Berlin Heals Holding AG,2024 Swiss German MedTech start-up Berlin Heals has developed a cardiac implant that provides a breakthrough treatment for patients with heart failure.,2024-06-21,2024,10M CHF,Series A,Series A,,,,,,,Switzerland,MedTech,Medical Devices,B2B-Hardware,HealthTech,"HealthTech, EdTech"
,"2024 Spacewise, a leading Swiss B2B SaaS Proptech, announces the successful closure of a seven-figure post-seed funding round, led by Sandermoen with participation from Zürcher Kantonalbank (ZKB) and several family offices and business angels.",2024-06-20,2024,,seed,Seed,,,,,,,Switzerland,FinTech,Payments,B2B-SaaS,"AI, SaaS, FinTech",PropTech
,"2024 Zurich-based a-metal, the startup democratizing metal 3D printing, has secured its first eight customers for the upcoming pilot program.",2024-06-20,2024,2.1M CHF,pre-seed round,Pre-Seed,,Zurich,ZH,,,,Switzerland,Other,,B2B-Hardware,,Manufacturing
NXI Therapeutics AG,2024 Basel-based NXI Therapeutics focussing on innovative immunotherapies announced a pre-seed financing in the run-up to a larger Seed financing.,2024-06-19,2024,3.5M CHF,pre-seed,Pre-Seed,,Basel,BS,,,,Switzerland,BioTech,Oncology,Deep Tech / IP,BioTech,
DeepJudge AG,2024 AI-driven legal search startup DeepJudge has raised CHF 9.,2024-06-19,2024,9.5M CHF,seed,Seed,,,,,,,Switzerland,FinTech,,B2B-Services,GenAI,BioTech
GreenState AG Yasai AG,"2024 Yasai, das ETH Spin-off, das seit 2022 erfolgreich Grossverteiler und weitere Abnehmer mit Kräutern aus seiner «Vertical Farm» im zürcherischen Niederhasli beliefert, wird an die Winterthurer GreenState verkauft.",2024-06-18,2024,,,Award,,,,2020.0,14.0,,Switzerland,Other,,Unknown,,AgTech
Edtech- Taskbase,2024 In einer Series-A-Finanzierung hat das Edtech-Jungunternehmen Taskbase frisches Kapital für die weitere Expansion in europäische Märkte eingesammelt.,2024-06-17,2024,3.5M CHF,Series A,Series A,Bloomhaus Ventures,,,,,,Switzerland,Other,,Unknown,GenAI,"BioTech, EdTech"
Bright Peak Therapeutics AG,2024 Bright Peak Therapeutics raised $90 million in a Series C financing round led by Johnson & Johnson Innovation.,2024-06-17,2024,90M USD,seed,Seed,,,,,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,"IoT, Logistics",BioTech
Windy.com,"2024 In a strategic move to further strengthen its position in the global weather forecasting industry, Windyty, the operator of the weather service Windy.",2024-06-14,2024,,,Undisclosed,,Basel,BS,2014.0,,,Switzerland,B2C Tech,Logistics & Delivery,B2C,Logistics,"ClimateTech, AgTech"
Drone Harmony AG,"2024 Drone Harmony closed a second financing round, securing CHF2 million.",2024-06-14,2024,2M CHF,,,,,,,,,Switzerland,FinTech,,B2B-Services,FinTech,BioTech
BrickMark Group AG,"2024 Tokenization pioneers Dynasty Global Investments AG and BrickMark Group AG, based in Zug, finalized their strategic partnership agreement last weekend with Dynasty’s acquisition of a strategic stake in BrickMark as part of a Series A Financing.",2024-06-14,2024,10M CHF,Series A,Series A,,,,2018.0,,,Switzerland,FinTech,"Payments, Crypto & Blockchain",B2C,"Blockchain, FinTech",PropTech
Femtotools AG,"2024 FemtoTools AG, a developer of nanoindentation instruments, has entered into an acquisition agreement with Oxford Instruments plc, a leading provider of high-tech products and services to industry and scientific research communities.",2024-06-13,2024,24M CHF,,,,Zurich,ZH,2007.0,,,Switzerland,Robotics,,B2B-Hardware,Robotics,Manufacturing
Findependent AG,2024 Das Fintech-Startup findependent hat weitere 1.,2024-06-12,2024,1.5M CHF,,Undisclosed,,,,2021.0,,,Switzerland,FinTech,,Unknown,FinTech,BioTech
Rivia SA,"2024 Rivia’s AI-driven data platform addresses the critical inefficiencies in the current clinical trial process, providing a real-time, integrated view of trial data to accelerate the path to market for new therapies.",2024-06-12,2024,,Seed,Seed,"Speedinvest alongside Amino Collective, Nina Capital",,,2022.0,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, Data Analytics, BioTech",
Zyfi,"2024 Ondefy Labs, the team behind the Ondefy dApp, has built and launched Zyfi, providing a set of tools and infrastructure designed to enable gasless on-chain transactions.",2024-06-11,2024,2M USD,,Award,,,,,,,Switzerland,FinTech,Crypto & Blockchain,Unknown,Blockchain,Cybersecurity
Emissium SA HemostOD SA,"The former is receiving a Tech Growth loan of CHF 500,000, the latter a Tech Seed loan of CHF 100,000.",2024-06-11,2024,0.50M CHF,Seed,Seed,,,,,,,Switzerland,CleanTech,Carbon & Offsetting,B2B-Hardware,ClimateTech,"HealthTech, ClimateTech, Manufacturing"
Sensars,Sensars secured funding for its business.,2024-06-11,2024,1.1M EUR,pre-seed,Pre-Seed,"HTH, Research of EUR 600k",,,,,,Switzerland,MedTech,"Medical Devices, Patient Monitoring",B2B-Hardware,IoT,"HealthTech, EdTech"
Konsento AG,2024 Das Abwickeln einer Finanzierungsrunde braucht einiges an Ressourcen.,2024-06-10,2024,0.03M CHF,Pre-Seed,Pre-Seed,,,,,,,Switzerland,Enterprise SaaS,LegalTech,Unknown,SaaS,
,"2024 Elysium Lab, a pioneer in Bitcoin self-custody solutions, closed a bridge funding round led by fintech investor Fulgur Ventures last March.",2024-06-10,2024,,pre-seed,Pre-Seed,,Lugano,TI,,,,Switzerland,FinTech,Payments,Unknown,"Blockchain, FinTech","BioTech, Cybersecurity"
Kaspar&,5 Millionen Franken ein und gewinnt Avaloq als Partner 07.,2024-06-07,2024,2.5M CHF,Seed,Seed,,St. Gallen,SG,2020.0,,,Switzerland,FinTech,,B2C,FinTech,
,Förderrunde 2024: Klimastiftung berücksichtigt 10 Projekte 07.,2024-06-07,2024,1.3M CHF,,Award,,,,2010.0,,,Switzerland,CleanTech,Solar,B2B-Hardware,ClimateTech,
Topadur Pharma AG,2024 Topadur Pharma AG and Oshen Holdings SA have signed an agreement to develop the liquid topical formulation of TOP-M119 for treating alopecia.,2024-06-06,2024,3M CHF,,Undisclosed,,,,2023.0,,,Switzerland,B2C Tech,Beauty & Cosmetics,B2C,,"BioTech, HealthTech, FinTech"
AlveoliX AG BioVersys AG,Alveolix on the other hand has concluded its 3-year EU funded EpicoliX Project on a positive note.,2024-06-06,2024,100M EUR,,Award,"GSK, BioVersys has obtained an additional non",,,,,,Switzerland,BioTech,Drug Discovery,Deep Tech / IP,"IoT, BioTech",ClimateTech
REALVIEW AG,"2024 BID Equity Fund III hat die 2013 gegründete Zürcher REALVIEW AG akquiriert, einen renommierten Anbieter von modernen Softwarelösungen im Bereich Bauprojektmanagement.",2024-06-05,2024,,,Undisclosed,,,,2013.0,100.0,,Switzerland,PropTech,,Unknown,PropTech,
Microcaps AG,"2024 Microcaps, a specialist in advanced microencapsulation technology, closed its Series A financing round, raising CHF 9.",2024-06-05,2024,9.3M CHF,Series A,Series A,,,,2019.0,,,Switzerland,B2C Tech,Beauty & Cosmetics,B2C,,Manufacturing
Synthara AG,"These high-performance and flexible microcontroller chips can address a broad set of AI-rich applications, thereby lowering costs, and time to market.",2024-06-05,2024,11M USD,,Award,"Vsquared Ventures, OTB Ventures",,,2019.0,18.0,,Switzerland,Robotics,,B2B-Hardware,"DeepTech, Robotics",
,2024 Synhelion gewinnt den Zentralschweizer Flugzeughersteller Pilatus Flugzeugwerke als strategischen Investor.,2024-06-04,2024,,,Undisclosed,,,,,,,Switzerland,CleanTech,Solar,Deep Tech / IP,ClimateTech,"BioTech, ClimateTech"
,"2024 MicThera specializes in the discovery and development of microbial derived therapeutics to improve cancer treatments, particularly for prostate cancer.",2024-06-04,2024,,seed round,Seed,,,,2023.0,,,Switzerland,BioTech,Oncology,Deep Tech / IP,"IoT, BioTech",HealthTech
Neural Concept SA,"Funds will be used to consolidate Neural Concept’s technology leadership in the field, as well as to accelerate its global recruitment and growth to meet strong customer demand across Europe, Asia-Pacific, and the US.",2024-06-04,2024,27M USD,Seed round,Seed,,,,2018.0,60.0,,Switzerland,CleanTech,,Deep Tech / IP,GenAI,"BioTech, ClimateTech, EdTech"
LogBook AG,2024 LogBook closed its pre-seed funding round raising more than USD 1 million.,2024-06-03,2024,1M USD,pre-seed,Pre-Seed,QBIT Capital,,,2024.0,,,Switzerland,B2C Tech,Logistics & Delivery,Unknown,Logistics,
SwissShrimp AG,2024 Nach einem Produktionsunterbruch drohte SwissShrimp das Aus.,2024-06-03,2024,3.2M CHF,Kapitalerhöhung,Undisclosed,,,,2018.0,,,Switzerland,B2C Tech,E-commerce,B2C,,BioTech
EthonAI AG,"2024 EthonAI, a pioneering startup in AI-powered manufacturing analytics, has closed its series A funding round, securing CHF 15m.",2024-05-31,2024,,series A,Series A,,,,2021.0,,,Switzerland,FinTech,,B2B-Hardware,"AI, Data Analytics","BioTech, Manufacturing"
,"2024 Cloover connects all relevant stakeholders of the energy transition - installers, prosumers, manufacturers, energy providers, and investors - through its software, finance, and energy solutions.",2024-05-31,2024,114M USD,,Award,,,,,,,Switzerland,CleanTech,,B2B-SaaS,SaaS,"FinTech, ClimateTech"
